player,format,matches,innings_count,total_runs,total_balls,total_fours,total_sixes,dismissals,avg_sr,avg_boundary,avg_dot_pct,highest_score,fifties,hundreds,ducks,batting_avg,consistency,balls_bowled,runs_given,wickets,matches_bowled,dot_balls,overs_bowled,economy,bowling_avg,strike_rate_bowl,dot_pct_bowl,role,formats_played,bat_impact,bowl_impact,impact_score,cluster,pca_x,pca_y
Mohammad Talha,ODI,,,,,,,,,,,,,,,,,122.0,147.0,4.0,3.0,57.0,20.3,7.24,36.75,30.5,46.72,Bowler,ODI,0.0,47.110848512797936,18.84,,,
Mohammad Tauqir,ODI,7.0,7.0,34.0,79.0,4.0,0.0,5.0,41.46142857142858,3.2642857142857147,77.51714285714286,17.0,0.0,0.0,1.0,6.8,0.0,341.0,291.0,7.0,8.0,168.0,56.8,5.12,41.57,48.71,49.27,Allrounder,ODI,7.406478278359122,52.41666311371992,25.41,0.0,-3.074765191775372,0.02316027180107016
Mohammad Wasim,ODI,14.0,14.0,94.0,101.0,7.0,5.0,11.0,73.02642857142857,8.875714285714285,64.73428571428572,17.0,0.0,0.0,3.0,8.55,0.0,1227.0,1186.0,43.0,26.0,657.0,204.5,5.8,27.58,28.53,53.55,Allrounder,ODI+T20I,13.234299864794702,56.779284266347595,30.65,0.0,-1.6900153355449332,-0.06301562128313731
Mohammad Wasim,T20I,12.0,12.0,44.0,58.0,5.0,1.0,5.0,62.40416666666666,7.958333333333333,65.63833333333334,12.0,0.0,0.0,2.0,8.8,0.0,639.0,920.0,41.0,33.0,262.0,106.5,8.64,22.44,15.59,41.0,Allrounder,ODI+T20I,11.939302705730926,46.860741499766554,25.91,1.0,-1.138784850503359,1.547030547507554
Mohammad Yousuf,ODI,76.0,76.0,2783.0,3676.0,236.0,13.0,66.0,71.85697368421053,7.027763157894737,56.72013157894736,117.0,24.0,4.0,0.0,42.17,63.16,,,,,,,,,,,Batter,ODI,37.58832576831768,0.0,22.55,,,
Mohammed Alamgir,T20I,7.0,7.0,67.0,65.0,7.0,3.0,5.0,110.30142857142856,14.898571428571428,52.05428571428571,20.0,0.0,0.0,1.0,13.4,28.57,66.0,102.0,4.0,6.0,26.0,11.0,9.27,25.5,16.5,39.39,Allrounder,T20I,26.47096890163418,41.28665224416628,32.4,3.0,1.5679014296577563,1.1094533880327457
Mohammed Awais,T20I,,,,,,,,,,,,,,,,,78.0,132.0,2.0,5.0,34.0,13.0,10.15,66.0,39.0,43.59,Bowler,T20I,0.0,37.24145760637357,14.9,,,
Mohammed Faraazuddin,T20I,,,,,,,,,,,,,,,,,84.0,126.0,2.0,5.0,17.0,14.0,9.0,63.0,42.0,20.24,Bowler,T20I,0.0,32.59018713882103,13.04,,,
Mohammed Irshad,T20I,11.0,11.0,114.0,107.0,4.0,8.0,9.0,107.11727272727272,10.14,44.372727272727275,25.0,0.0,0.0,1.0,12.67,27.27,147.0,212.0,14.0,10.0,51.0,24.5,8.65,15.14,10.5,34.69,Allrounder,T20I,23.726025665449377,42.91582204445127,31.4,3.0,1.3708401033814335,1.2499703192668623
Mohammed Jamadar,T20I,5.0,5.0,75.0,97.0,11.0,0.0,5.0,74.614,10.706,65.91,31.0,0.0,0.0,0.0,15.0,20.0,96.0,91.0,2.0,5.0,44.0,16.0,5.69,45.5,48.0,45.83,Allrounder,T20I,20.193084533346052,49.30452599319733,31.84,0.0,-0.6770000770021277,-0.40937685081860226
Mohammed Nadeem,T20I,7.0,7.0,7.0,12.0,1.0,0.0,2.0,57.142857142857146,7.142857142857143,64.28571428571429,4.0,0.0,0.0,3.0,3.5,0.0,516.0,556.0,25.0,24.0,214.0,86.0,6.47,22.24,20.64,41.47,Allrounder,T20I,9.418694948222358,50.25245459569546,25.75,0.0,-1.7253557281500327,1.0425024444098665
Mohammed Qasim,ODI,,,,,,,,,,,,,,,,,78.0,43.0,2.0,2.0,48.0,13.0,3.31,21.5,39.0,61.54,Bowler,ODI+T20I,0.0,61.39430442861754,24.56,,,
Mohammed Qasim,T20I,7.0,7.0,175.0,145.0,13.0,7.0,6.0,107.22142857142856,11.031428571428572,47.222857142857144,84.0,1.0,0.0,0.0,29.17,28.57,138.0,161.0,10.0,6.0,53.0,23.0,7.0,16.1,13.8,38.41,Allrounder,ODI+T20I,29.705093403232308,47.2304205781448,36.72,3.0,1.5697494785112902,-0.2900027547966745
Mohammed Shami,IPL,34.0,34.0,115.0,111.0,9.0,5.0,19.0,82.05852941176471,8.954117647058823,53.79088235294118,21.0,0.0,0.0,8.0,6.05,2.94,2872.0,4216.0,142.0,130.0,1217.0,478.7,8.81,29.69,20.23,42.37,Allrounder,IPL+ODI+T20I,13.90548236343746,55.74852951676877,30.64,4.0,-0.5893625202479967,1.403983949908304
Mohammed Shami,ODI,48.0,48.0,224.0,271.0,17.0,9.0,27.0,79.614375,7.725625,52.62708333333333,25.0,0.0,0.0,9.0,8.3,4.17,5223.0,5011.0,200.0,105.0,3008.0,870.5,5.76,25.06,26.12,57.59,Allrounder,IPL+ODI+T20I,14.135736082372837,72.97668644843382,37.67,4.0,-1.6613373147838053,-0.6862980420800959
Mohammed Shami,T20I,,,,,,,,,,,,,,,,,486.0,739.0,24.0,24.0,197.0,81.0,9.12,30.79,20.25,40.53,Bowler,IPL+ODI+T20I,0.0,43.409208838783535,17.36,,,
Mohammed Siraj,IPL,22.0,22.0,112.0,126.0,10.0,4.0,11.0,75.24727272727273,8.472272727272726,59.68636363636363,14.0,0.0,0.0,5.0,10.18,0.0,2564.0,3803.0,122.0,120.0,1137.0,427.3,8.9,31.17,21.02,44.34,Allrounder,IPL+ODI+T20I,13.79768447994841,54.193628642517695,29.96,4.0,-0.867777606113928,1.2436248475352032
Mohammed Siraj,ODI,19.0,19.0,57.0,134.0,3.0,0.0,9.0,45.86842105263158,1.7984210526315791,63.981052631578955,9.0,0.0,0.0,4.0,6.33,0.0,2197.0,1927.0,76.0,48.0,1379.0,366.2,5.26,25.36,28.91,62.77,Allrounder,IPL+ODI+T20I,7.069144972476459,64.12686162298442,29.89,0.0,-3.243378750259783,-0.6408418657808691
Mohammed Siraj,T20I,,,,,,,,,,,,,,,,,372.0,491.0,17.0,17.0,167.0,62.0,7.92,28.88,21.88,44.89,Bowler,IPL+ODI+T20I,0.0,46.90083822191079,18.76,,,
Mohmedazim Abbasbhai,T20I,6.0,6.0,72.0,75.0,9.0,1.0,5.0,110.17666666666666,16.228333333333335,61.36000000000001,26.0,0.0,0.0,1.0,14.4,16.67,,,,,,,,,,,Batter,T20I,24.94406602905281,0.0,14.97,,,
Mohsin Khan,IPL,7.0,7.0,25.0,28.0,2.0,1.0,4.0,82.65285714285713,6.8028571428571425,58.84428571428571,13.0,0.0,0.0,3.0,6.25,0.0,606.0,853.0,37.0,28.0,269.0,101.0,8.45,23.05,16.38,44.39,Allrounder,IPL,12.554390344642817,47.92523960896158,26.7,1.0,-0.8815783949185934,1.5067883164161804
Mohsin Zaki,T20I,,,,,,,,,,,,,,,,,60.0,79.0,3.0,5.0,19.0,10.0,7.9,26.33,20.0,31.67,Bowler,T20I,0.0,41.66002713799445,16.66,,,
Moin Khan,ODI,15.0,15.0,274.0,314.0,21.0,3.0,11.0,61.102,3.5799999999999996,55.57133333333333,72.0,2.0,0.0,4.0,24.91,33.33,,,,,,,,,,,Batter,ODI,21.98277745353324,0.0,13.19,,,
Mominul Haque,ODI,22.0,22.0,495.0,657.0,54.0,1.0,20.0,73.3709090909091,7.7763636363636355,55.23045454545454,60.0,2.0,0.0,0.0,24.75,54.55,156.0,137.0,6.0,10.0,77.0,26.0,5.27,22.83,26.0,49.36,Allrounder,ODI,29.050803766893058,53.54165951733722,38.85,2.0,0.13581485952822386,-1.9097401336866653
Mongdara Sok,T20I,5.0,5.0,2.0,9.0,0.0,0.0,2.0,40.0,0.0,60.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,Batter,T20I,4.078547432410814,0.0,2.45,,,
Mosaddek Hossain,ODI,31.0,31.0,524.0,633.0,46.0,11.0,23.0,86.51387096774194,9.036129032258064,50.468387096774194,52.0,3.0,0.0,1.0,22.78,29.03,1004.0,904.0,13.0,37.0,457.0,167.3,5.4,69.54,77.23,45.52,Allrounder,ODI+T20I,25.14779106412546,48.917208891089004,34.66,2.0,0.26416957966770466,-0.9598982614211723
Mosaddek Hossain,T20I,26.0,26.0,296.0,264.0,19.0,10.0,19.0,100.54615384615384,10.612692307692308,44.737307692307695,34.0,0.0,0.0,3.0,15.58,23.08,280.0,354.0,15.0,21.0,103.0,46.7,7.58,23.6,18.67,36.79,Allrounder,ODI+T20I,23.393134178529642,45.31578228390576,32.16,3.0,1.0888242363596332,0.7278750239416591
Mosharraf Hossain,ODI,,,,,,,,,,,,,,,,,150.0,124.0,1.0,4.0,74.0,25.0,4.96,124.0,150.0,49.33,Bowler,ODI,0.0,45.55727646788386,18.22,,,
Mudassar Bukhari,ODI,12.0,12.0,126.0,179.0,5.0,4.0,10.0,68.315,4.261666666666667,54.85583333333333,28.0,0.0,0.0,2.0,12.6,25.0,588.0,515.0,15.0,15.0,358.0,98.0,5.26,34.33,39.2,60.88,Allrounder,ODI+T20I,17.19065388583068,57.11962905068379,33.16,0.0,-1.5328276477219684,-1.2155848858468585
Mudassar Bukhari,T20I,18.0,18.0,129.0,124.0,8.0,3.0,12.0,95.68166666666669,9.086666666666666,45.16833333333333,28.0,0.0,0.0,2.0,10.75,5.56,495.0,572.0,30.0,25.0,227.0,82.5,6.93,19.07,16.5,45.86,Allrounder,ODI+T20I,17.264244508071997,51.364813321098055,30.9,1.0,-0.014479435986030104,0.6607391899410423
Mudassir Iqbal,T20I,9.0,9.0,94.0,104.0,4.0,4.0,8.0,70.27000000000001,3.784444444444445,53.12111111111111,46.0,0.0,0.0,0.0,11.75,11.11,72.0,121.0,1.0,6.0,29.0,12.0,10.08,121.0,72.0,40.28,Allrounder,T20I,14.129287550425497,31.803753611642826,21.2,1.0,-0.3351528272947408,1.9293297833832204
Muhammad Ajmal,T20I,,,,,,,,,,,,,,,,,78.0,112.0,1.0,6.0,28.0,13.0,8.62,112.0,78.0,35.9,Bowler,T20I,0.0,34.318662092235485,13.73,,,
Muhammad Amin,T20I,9.0,9.0,82.0,84.0,10.0,3.0,8.0,61.29222222222222,8.288888888888888,70.14444444444445,51.0,1.0,0.0,2.0,10.25,11.11,,,,,,,,,,,Batter,T20I,14.732726983877269,0.0,8.84,,,
Muhammad Amir,T20I,44.0,44.0,545.0,521.0,51.0,13.0,37.0,88.76636363636364,9.210681818181818,46.620681818181815,80.0,1.0,0.0,3.0,14.73,13.64,529.0,617.0,38.0,31.0,228.0,88.2,7.0,16.24,13.92,43.1,Allrounder,T20I,19.628932348272006,51.31290973877495,32.3,1.0,0.18315748444476163,0.41239204243420263
Muhammad Arfan,T20I,9.0,9.0,123.0,116.0,9.0,3.0,6.0,105.82333333333332,10.052222222222222,37.81333333333333,32.0,0.0,0.0,1.0,20.5,22.22,238.0,260.0,13.0,12.0,89.0,39.7,6.55,20.0,18.31,37.39,Allrounder,T20I,25.05733097418088,47.84975066396828,34.17,3.0,1.350594338034711,0.19856369886747868
Muhammad Asim,T20I,31.0,31.0,868.0,642.0,87.0,39.0,25.0,112.33967741935484,16.57677419354839,53.675483870967746,67.0,7.0,0.0,6.0,34.72,61.29,478.0,576.0,25.0,28.0,191.0,79.7,7.23,23.04,19.12,39.96,Allrounder,T20I,41.24208287018849,48.057423358314296,43.97,3.0,2.5900553420038,-1.454578276762709
Muhammad Burhan,T20I,9.0,9.0,54.0,46.0,5.0,1.0,7.0,132.41555555555556,17.5,35.65777777777778,16.0,0.0,0.0,0.0,7.71,0.0,210.0,258.0,12.0,11.0,91.0,35.0,7.37,21.5,17.5,43.33,Allrounder,T20I,22.08691506737592,47.73358670098901,32.35,3.0,1.6292678991987528,1.2656721838688765
Muhammad Fahad,T20I,,,,,,,,,,,,,,,,,72.0,98.0,1.0,4.0,27.0,12.0,8.17,98.0,72.0,37.5,Bowler,T20I,0.0,36.935938170642494,14.77,,,
Muhammad Fahim,T20I,,,,,,,,,,,,,,,,,150.0,197.0,3.0,9.0,68.0,25.0,7.88,65.67,50.0,45.33,Bowler,T20I,0.0,42.847081021739925,17.14,,,
Muhammad Farooq,ODI,,,,,,,,,,,,,,,,,78.0,68.0,0.0,2.0,45.0,13.0,5.23,,,57.69,Bowler,ODI+T20I,0.0,37.33310846160201,14.93,,,
Muhammad Farooq,T20I,,,,,,,,,,,,,,,,,258.0,333.0,15.0,14.0,106.0,43.0,7.74,22.2,17.2,41.09,Bowler,ODI+T20I,0.0,46.44281401929005,18.58,,,
Muhammad Haziq Aiman,T20I,16.0,16.0,325.0,205.0,27.0,23.0,15.0,119.020625,18.498125,60.96375,113.0,1.0,1.0,3.0,21.67,37.5,,,,,,,,,,,Batter,T20I,33.27041675133887,0.0,19.96,,,
Muhammad Jabir,T20I,7.0,7.0,4.0,21.0,0.0,0.0,3.0,11.428571428571429,0.0,91.42857142857144,4.0,0.0,0.0,6.0,1.33,0.0,469.0,709.0,25.0,25.0,190.0,78.2,9.07,28.36,18.76,40.51,Allrounder,T20I,1.4985819411751264,43.801285356028515,18.42,0.0,-3.6871126932748663,1.962031665548002
Muhammad Jawadullah,ODI,9.0,9.0,15.0,22.0,1.0,1.0,4.0,33.888888888888886,4.444444444444445,83.88888888888889,13.0,0.0,0.0,6.0,3.75,0.0,596.0,622.0,14.0,14.0,332.0,99.3,6.26,44.43,42.57,55.7,Allrounder,ODI+T20I,6.205652746751499,52.395348873102606,24.68,0.0,-3.4809515571892304,0.1705685998289464
Muhammad Jawadullah,T20I,,,,,,,,,,,,,,,,,727.0,958.0,47.0,33.0,323.0,121.2,7.9,20.38,15.47,44.43,Bowler,ODI+T20I,0.0,50.281193310212245,20.11,,,
Muhammad Kaleem,T20I,7.0,7.0,70.0,93.0,6.0,2.0,7.0,48.96142857142858,4.285714285714286,76.81857142857143,50.0,1.0,0.0,1.0,10.0,14.29,,,,,,,,,,,Batter,T20I,12.48730939994733,0.0,7.49,,,
Muhammad Kashif,T20I,9.0,9.0,175.0,145.0,9.0,12.0,8.0,96.97888888888887,12.18,53.52444444444445,51.0,1.0,0.0,0.0,21.88,33.33,77.0,121.0,4.0,5.0,28.0,12.8,9.45,30.25,19.25,36.36,Allrounder,T20I,27.83917453766414,39.55168446468744,32.52,3.0,1.5522875338551305,0.84015022368541
Muhammad Moiz,T20I,14.0,14.0,124.0,96.0,11.0,7.0,14.0,125.0,19.523571428571422,55.832857142857144,25.0,0.0,0.0,3.0,8.86,7.14,290.0,408.0,22.0,16.0,131.0,48.3,8.45,18.55,13.18,45.17,Allrounder,T20I,24.015367507913503,47.13869045061344,33.26,3.0,1.2220439798950944,1.1489726895828993
Muhammad Muneeb,T20I,27.0,27.0,632.0,512.0,77.0,18.0,26.0,92.58148148148148,14.30888888888889,59.50296296296296,71.0,4.0,0.0,7.0,24.31,44.44,,,,,,,,,,,Batter,T20I,31.529573802132102,0.0,18.92,,,
Muhammad Murad,T20I,6.0,6.0,42.0,51.0,1.0,3.0,4.0,77.81166666666667,6.4816666666666665,58.565,14.0,0.0,0.0,1.0,10.5,0.0,206.0,282.0,11.0,11.0,91.0,34.3,8.22,25.64,18.73,44.17,Allrounder,T20I,13.323972224333083,45.72372741134983,26.28,1.0,-0.8117400305709246,1.32031496986108
Muhammad Musa,ODI,,,,,,,,,,,,,,,,,97.0,102.0,2.0,2.0,53.0,16.2,6.3,51.0,48.5,54.64,Bowler,ODI,0.0,50.32332153096735,20.13,,,
Muhammad Nadeem,T20I,,,,,,,,,,,,,,,,,60.0,85.0,3.0,4.0,25.0,10.0,8.5,28.33,20.0,41.67,Bowler,T20I,0.0,43.36047393646543,17.34,,,
Muhammad Nadir,T20I,28.0,28.0,148.0,197.0,10.0,5.0,17.0,83.31821428571428,9.389285714285714,57.37,17.0,0.0,0.0,4.0,8.71,0.0,1228.0,1095.0,55.0,54.0,660.0,204.7,5.35,19.91,22.33,53.75,Allrounder,T20I,14.46338319376308,59.55926326999017,32.5,0.0,-1.3136784002019442,-0.22001490636697107
Muhammad Naeem,T20I,9.0,9.0,97.0,102.0,4.0,6.0,8.0,55.507777777777775,3.953333333333333,66.60333333333332,46.0,0.0,0.0,2.0,12.12,22.22,,,,,,,,,,,Batter,T20I,15.151250091164233,0.0,9.09,,,
Muhammad Rohid,ODI,,,,,,,,,,,,,,,,,180.0,152.0,2.0,3.0,103.0,30.0,5.07,76.0,90.0,57.22,Bowler,ODI+T20I,0.0,51.79212621612525,20.72,,,
Muhammad Rohid,T20I,,,,,,,,,,,,,,,,,276.0,387.0,15.0,14.0,116.0,46.0,8.41,25.8,18.4,42.03,Bowler,ODI+T20I,0.0,44.992769342805936,18.0,,,
Muhammad Saleem,T20I,7.0,7.0,71.0,59.0,5.0,5.0,6.0,128.2342857142857,21.72571428571428,51.55285714285714,22.0,0.0,0.0,0.0,11.83,28.57,,,,,,,,,,,Batter,T20I,30.456873553439003,0.0,18.27,,,
Muhammad Salman,T20I,,,,,,,,,,,,,,,,,318.0,341.0,16.0,16.0,147.0,53.0,6.43,21.31,19.88,46.23,Bowler,T20I,0.0,51.08340630911134,20.43,,,
Muhammad Saqib,T20I,,,,,,,,,,,,,,,,,100.0,158.0,5.0,5.0,37.0,16.7,9.46,31.6,20.0,37.0,Bowler,T20I,0.0,39.71658056665399,15.89,,,
Muhammad Saqlain,T20I,,,,,,,,,,,,,,,,,229.0,320.0,18.0,13.0,110.0,38.2,8.38,17.78,12.72,48.03,Bowler,T20I,0.0,47.8861101336651,19.15,,,
Muhammad Shahdad,ODI,7.0,7.0,297.0,383.0,19.0,11.0,7.0,70.17857142857143,6.252857142857143,59.70428571428572,96.0,3.0,0.0,0.0,42.43,71.43,201.0,191.0,4.0,7.0,85.0,33.5,5.7,47.75,50.25,42.29,Allrounder,ODI,37.22166668278818,48.16617233057988,41.6,2.0,0.9721458361648243,-2.6111132906894
Muhammad Shoaib Ahmed,T20I,5.0,5.0,90.0,84.0,10.0,2.0,5.0,82.84,9.932,57.92,30.0,0.0,0.0,1.0,18.0,60.0,108.0,109.0,6.0,5.0,51.0,18.0,6.06,18.17,18.0,47.22,Allrounder,T20I,29.60603717076916,51.52354005632546,38.37,2.0,0.43659935503927355,-1.3931783499970007
Muhammad Siddiqui,T20I,11.0,11.0,248.0,208.0,24.0,12.0,11.0,118.67636363636365,18.19363636363636,56.53636363636363,48.0,0.0,0.0,1.0,22.55,45.45,234.0,322.0,13.0,11.0,107.0,39.0,8.26,24.77,18.0,45.73,Allrounder,T20I,34.906444726924725,46.38745825040075,39.5,3.0,2.049043085102087,-0.4496370296785063
Muhammad Tanveer,T20I,42.0,42.0,1305.0,990.0,88.0,78.0,35.0,130.88880952380953,17.213333333333335,43.537619047619046,88.0,9.0,0.0,2.0,37.29,57.14,215.0,305.0,6.0,16.0,65.0,35.8,8.52,50.83,35.83,30.23,Allrounder,T20I,43.39188885992812,38.154079852744474,41.3,3.0,3.8637909043189467,-0.40918100059987045
Muhammad Umar,T20I,21.0,21.0,331.0,281.0,12.0,22.0,15.0,112.13761904761904,11.515714285714283,45.29190476190476,59.0,1.0,0.0,1.0,22.07,38.1,,,,,,,,,,,Batter,T20I,30.005912811238353,0.0,18.0,,,
Muhammad Usman,ODI,34.0,34.0,888.0,1182.0,80.0,20.0,29.0,67.34,7.3679411764705875,61.07588235294117,102.0,4.0,1.0,2.0,30.62,52.94,,,,,,,,,,,Batter,ODI+T20I,30.022833976522193,0.0,18.01,,,
Muhammad Usman,T20I,47.0,47.0,959.0,774.0,72.0,41.0,42.0,107.30829787234042,11.062978723404257,45.64617021276595,89.0,3.0,0.0,5.0,22.83,48.94,119.0,133.0,3.0,7.0,52.0,19.8,6.72,44.33,39.67,43.7,Allrounder,ODI+T20I,31.931839066043743,46.578719139553876,37.79,2.0,1.555969650945708,-0.8346709655151678
Muhammad Wafiq,T20I,17.0,17.0,66.0,81.0,3.0,4.0,11.0,60.47529411764705,5.945882352941176,65.36411764705883,16.0,0.0,0.0,5.0,6.0,0.0,651.0,854.0,28.0,36.0,296.0,108.5,7.87,30.5,23.25,45.47,Allrounder,T20I,10.038582123627068,48.08700828227213,25.26,1.0,-1.6585005619109743,1.2328487818354592
Muhammad Yasin,T20I,11.0,11.0,171.0,153.0,16.0,6.0,11.0,106.3481818181818,15.458181818181815,50.47545454545455,34.0,0.0,0.0,1.0,15.55,27.27,,,,,,,,,,,Batter,T20I,26.755232072769775,0.0,16.05,,,
Muhammad Younis,T20I,11.0,11.0,147.0,139.0,15.0,5.0,11.0,92.78090909090908,12.073636363636364,55.08181818181818,33.0,0.0,0.0,2.0,13.36,27.27,,,,,,,,,,,Batter,T20I,23.39231243912807,0.0,14.04,,,
Muhammad Zohaib,T20I,13.0,13.0,270.0,263.0,27.0,6.0,12.0,93.9176923076923,11.516923076923076,51.02307692307692,50.0,1.0,0.0,0.0,22.5,53.85,,,,,,,,,,,Batter,T20I,31.581243757150016,0.0,18.95,,,
Muhammed Imran,ODI,,,,,,,,,,,,,,,,,192.0,190.0,10.0,5.0,115.0,32.0,5.94,19.0,19.2,59.9,Bowler,ODI,0.0,56.10514682896678,22.44,,,
Muhammed Manga,T20I,8.0,8.0,149.0,187.0,8.0,4.0,8.0,58.35625,4.49625,63.2325,59.0,1.0,0.0,1.0,18.62,50.0,,,,,,,,,,,Batter,T20I,23.34973947044314,0.0,14.01,,,
Muhammed Turkmen,T20I,,,,,,,,,,,,,,,,,60.0,76.0,3.0,4.0,29.0,10.0,7.6,25.33,20.0,48.33,Bowler,T20I,0.0,47.668575113046494,19.07,,,
Muhammet Bicer,T20I,5.0,5.0,6.0,8.0,1.0,0.0,3.0,53.33399999999999,6.6659999999999995,66.666,5.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,,,,Batter,T20I,8.38631571942368,0.0,5.03,,,
Mujeeb Ur Rahman,IPL,6.0,6.0,12.0,15.0,2.0,0.0,3.0,55.555,6.666666666666667,64.44500000000001,10.0,0.0,0.0,3.0,4.0,0.0,446.0,626.0,20.0,20.0,156.0,74.3,8.43,31.3,22.3,34.98,Allrounder,IPL,9.233627763011052,42.73784615774248,22.64,1.0,-1.2725545418520918,2.0484662584602398
Mujeeb-ur-Rehman,T20I,12.0,12.0,118.0,127.0,10.0,0.0,9.0,80.50500000000001,6.339166666666667,44.87833333333333,28.0,0.0,0.0,0.0,13.11,16.67,360.0,434.0,17.0,21.0,156.0,60.0,7.23,25.53,21.18,43.33,Allrounder,T20I,17.685608247211448,48.17781355889849,29.88,1.0,-0.07435953185852913,0.5696976553059779
Mujibur Ali,ODI,8.0,8.0,136.0,230.0,13.0,0.0,7.0,56.65875,4.99625,62.275,43.0,0.0,0.0,1.0,19.43,37.5,207.0,183.0,3.0,8.0,95.0,34.5,5.3,61.0,69.0,45.89,Allrounder,ODI,21.07636856260164,49.010828850650235,32.25,2.0,-0.9587518295486965,-1.1064386783812605
Mukesh Choudhary,IPL,,,,,,,,,,,,,,,,,417.0,678.0,21.0,21.0,178.0,69.5,9.76,32.29,19.86,42.69,Bowler,IPL,0.0,42.30105371857367,16.92,,,
Mukesh Kumar,IPL,5.0,5.0,10.0,18.0,0.0,0.0,1.0,45.714,0.0,54.286,6.0,0.0,0.0,2.0,10.0,0.0,812.0,1435.0,42.0,41.0,282.0,135.3,10.61,34.17,19.33,34.73,Allrounder,IPL+ODI+T20I,7.487917933130698,39.73710622283521,20.39,1.0,-1.175907242490859,2.637188750570288
Mukesh Kumar,ODI,,,,,,,,,,,,,,,,,234.0,221.0,5.0,6.0,160.0,39.0,5.67,44.2,46.8,68.38,Bowler,IPL+ODI+T20I,0.0,56.87325089169305,22.75,,,
Mukesh Kumar,T20I,,,,,,,,,,,,,,,,,264.0,393.0,18.0,14.0,108.0,44.0,8.93,21.83,14.67,40.91,Bowler,IPL+ODI+T20I,0.0,44.10828930374088,17.64,,,
Mukhtar Ahmed,T20I,6.0,6.0,192.0,134.0,23.0,5.0,6.0,107.485,11.805,43.96666666666667,83.0,2.0,0.0,0.0,32.0,50.0,,,,,,,,,,,Batter,T20I,35.314014628820495,0.0,21.19,,,
Mukhtar Ghulami,T20I,23.0,23.0,348.0,304.0,31.0,16.0,22.0,106.04391304347828,15.507826086956522,53.52,46.0,0.0,0.0,2.0,15.82,30.43,,,,,,,,,,,Batter,T20I,27.465177350972954,0.0,16.48,,,
Munir Dar,ODI,,,,,,,,,,,,,,,,,108.0,90.0,0.0,2.0,47.0,18.0,5.0,,,43.52,Bowler,ODI,0.0,33.34609136217199,13.34,,,
Murat Yilmaz,T20I,5.0,5.0,15.0,31.0,1.0,0.0,5.0,46.0,5.0,69.0,6.0,0.0,0.0,1.0,3.0,0.0,77.0,108.0,4.0,6.0,24.0,12.8,8.44,27.0,19.25,31.17,Allrounder,T20I,7.332528153085356,40.3667619664741,20.55,1.0,-1.6036386035666765,2.303106270851065
Murid Ekrami,T20I,12.0,12.0,79.0,76.0,9.0,1.0,7.0,103.04166666666669,11.6775,42.21666666666667,18.0,0.0,0.0,2.0,11.29,0.0,341.0,405.0,17.0,17.0,159.0,56.8,7.13,23.82,20.06,46.63,Allrounder,T20I,18.079474671370342,49.57848038008526,30.68,1.0,0.3848241975323902,0.8404738608358501
Musa Ahmed,ODI,13.0,13.0,238.0,371.0,20.0,3.0,13.0,53.635384615384616,3.7838461538461536,65.91538461538461,61.0,1.0,0.0,1.0,18.31,30.77,,,,,,,,,,,Batter,ODI,18.668774738677467,0.0,11.2,,,
Musa Shaheen,T20I,17.0,17.0,200.0,200.0,10.0,8.0,15.0,82.48294117647059,5.151176470588235,43.12823529411765,45.0,0.0,0.0,0.0,13.33,29.41,,,,,,,,,,,Batter,T20I,20.00222048100708,0.0,12.0,,,
Musaddiq Ahmed,T20I,14.0,14.0,591.0,303.0,65.0,41.0,14.0,189.365,35.24857142857143,43.88428571428572,122.0,3.0,2.0,0.0,42.21,64.29,90.0,128.0,2.0,5.0,25.0,15.0,8.53,64.0,45.0,27.78,Allrounder,T20I,58.823711091397435,35.918630104650674,49.66,3.0,6.736815377542052,-0.7990304511010131
Musawar Shah,T20I,,,,,,,,,,,,,,,,,186.0,215.0,14.0,9.0,83.0,31.0,6.94,15.36,13.29,44.62,Bowler,T20I,0.0,49.759814221718315,19.9,,,
Mushfiqur Rahim,ODI,227.0,227.0,7096.0,8783.0,568.0,94.0,184.0,71.90784140969163,6.660088105726872,55.13022026431718,144.0,53.0,9.0,11.0,38.57,55.07,,,,,,,,,,,Batter,ODI+T20I,36.9233552604794,0.0,22.15,,,
Mushfiqur Rahim,T20I,82.0,82.0,1307.0,1135.0,110.0,33.0,64.0,97.18536585365854,9.732560975609756,43.194634146341464,72.0,6.0,0.0,8.0,20.42,28.05,,,,,,,,,,,Batter,ODI+T20I,25.71990182180179,0.0,15.43,,,
Mushfiqur Rahman,ODI,14.0,14.0,208.0,404.0,19.0,0.0,11.0,50.21642857142857,2.925,62.654999999999994,36.0,0.0,0.0,1.0,18.91,42.86,643.0,509.0,8.0,14.0,405.0,107.2,4.75,63.62,80.38,62.99,Allrounder,ODI,20.526982782659125,55.875224937902736,34.67,0.0,-1.8358522146655079,-2.24344706348179
Mushtaq Ahmed,ODI,,,,,,,,,,,,,,,,,60.0,66.0,0.0,1.0,25.0,10.0,6.6,,,41.67,Bowler,ODI,0.0,29.28201668640031,11.71,,,
